0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0.011000000000000001,0.002,0.016,0.002,0,0.008,0.088,0.019,0.016,0,0.004,0,0.001,0.005,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.021,0.014,0,korku
0.082,0.005,0.011,0.001,0,0.021,0.18,0,0.004,0.049,0.008,0,0.007,0.027,0,korku
0.049,0.009000000000000001,0.05399999999999999,0.010000000000000002,0,0.008,0.093,0.012,0.016,0,0.004,0,0.001,0.006,0.014,korku
0.074,0.007,0.053,0.002,0,0,0,0,0,0.132,0,0,0.001,0.014,0,korku
0,0.012,0.073,0.001,0,0,0,0.007,0,0,0.021,0,0,0.012,0,korku
0,0.012,0.073,0.001,0,0,0,0.007,0,0,0,0,0,0.012,0,korku
0,0.002,0,0,0,0,0,0,0,0.16,0,0,0,0,0,korku
0,0.003,0,0,0,0,0,0,0,0.16,0,0,0,0,0,korku
0.007,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0.009,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.031,0.017,0.003,0.002,0.007,0.003,0,0,0.093,0.02,0,0,0.004,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.007,0,0,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.007,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.009,0.047,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.020999999999999998,0.023,0.146,0.007,0,0,0.005,0.013000000000000001,0,0,0,0,0,0.013000000000000001,0.014,korku
0.074,0.037000000000000005,0.001,0,0,0.068,0,0,0.007,0.049,0,0,0.001,0.014,0,korku
0,0.02,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.079,0.005,0.14200000000000002,0.001,0,0.004,0.176,0,0.007,0.049,0.008,0,0.015,0.027,0,korku
0.074,0.005,0.002,0,0,0,0,0,0,0.069,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.10500000000000001,0.002,0,0.001,0.014,0,korku
0.078,0.005,0.001,0,0.134,0,0.002,0,0,0.049,0.001,0.001,0.001,0.014,0,korku
0.077,0.005,0,0,0,0,0.002,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.010000000000000002,0.01,0.011,0.003,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0.005,korku
0.077,0.005,0,0,0,0.003,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.012,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.076,0.007,0,0,0,0,0,0,0,0.049,0,0,0.001,0.015,0.014,korku
0,0.023,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.008,0.004,0.025,0.001,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0.001,0,korku
0.009000000000000001,0.004,0.02,0,0.005,0.005,0.002,0.002,0.066,0,0.004,0.004,0,0,0,korku
0.004,0,0.022,0.012,0,0.008,0.174,0,0.004,0,0.008,0,0.002,0.004,0,korku
0.22199999999999998,0.015,0,0,0,0,0,0,0,0.14700000000000002,0,0,0.003,0.042,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.118,0.027,0.01,0.051,0.028,0.005,0.002,0.006,0.066,0.05,0,0,0.002,0.049,0.006,korku
0.012,0.016,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0.004,0,0,0.005,korku
0.01,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.004,0.005,0,0.005,0.005,0.002,0.020999999999999998,0.066,0,0,0,0,0.003,0,korku
0.01,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.006,0.004,0,0.011,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.015,0.016,0.008,0.001,0.005,0.010000000000000002,0.002,0.034,0.08,0,0.057,0,0.002,0.003,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.001,0.039,0.002,0.001,0.014,0.007,0,0,0.004,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.08199999999999999,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0.002,0,0,0.049,0,0,0.001,0.014,0,korku
0.077,0.005,0.001,0,0.004,0,0.022,0,0,0.049,0,0,0.002,0.014,0,korku
0.092,0.005,0,0.051,0.023,0,0,0.004,0,0.05,0,0,0.002,0.049,0.006,korku
0.16199999999999998,0.019,0.005,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.074,0.005,0.005,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.009,0.047,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.075,0.014000000000000002,0.001,0,0,0,0,0,0.1,0.069,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.012,0.001,0,0,0,0,0,0.093,0.093,0,0,0.005,0.014,0,korku
0.08299999999999999,0.013999999999999999,0.003,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0.002,0,0,0,0,0,0.049,0.021,0,0.001,0.014,0,korku
0.074,0.008,0.002,0,0,0.004,0,0,0,0.049,0.014,0.004,0.001,0.014,0,korku
0.075,0.005,0.009,0,0,0.003,0,0,0.004,0.049,0,0,0.001,0.014,0,korku
0.075,0.011,0.001,0,0,0,0,0,0,0.049,0,0,0.001,0.017,0,korku
0.078,0.011,0.003,0.002,0,0,0,0.004,0,0.049,0.004,0,0.001,0.014,0,korku
0.148,0.01,0,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.006,0.044,0.01,0.003,0,0,0,0.004,0.004,0,0.004,0,0,0,0,korku
0.078,0.005,0,0,0.002,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.08399999999999999,0.007,0,0,0,0,0.007,0,0,0.057,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0.006,0.089,0,0.002,0.049,0.004,0,0.006,0.025,0,korku
0,0.015,0.073,0.003,0,0.015000000000000001,0,0.008,0,0,0,0,0,0.054,0,korku
0,0.01,0.073,0.005,0,0.003,0,0.015,0,0,0,0,0,0.012,0,korku
0,0.013000000000000001,0.08,0.001,0,0,0,0,0.007,0,0,0,0,0.012,0,korku
0.003,0.01,0.08399999999999999,0.002,0,0.004,0.192,0,0.004,0,0.008,0,0.007,0.025,0,korku
0.016,0.019,0.091,0.002,0.001,0.004,0.087,0,0.002,0,0.004,0,0.001,0.014,0.014,korku
0.004,0.012,0.08399999999999999,0.002,0,0.004,0.087,0,0.002,0,0.004,0,0.001,0.015,0.014,korku
0.003,0.01,0.086,0.002,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.045,0,korku
0.003,0.01,0.08399999999999999,0.002,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.025,0,korku
0.002,0.019000000000000003,0.08399999999999999,0.002,0.001,0.004,0.087,0,0.002,0,0.004,0.004,0.001,0.017,0,korku
0.005,0.01,0.088,0.085,0.001,0.004,0.089,0.003,0.002,0,0.005,0.006,0.011,0.014,0,korku
0.002,0.01,0.10199999999999998,0.002,0,0.01,0.087,0,0.01,0,0.004,0,0.001,0.014,0,korku
0.011,0.019,0.14200000000000002,0.004,0,0.004,0.087,0,0.002,0,0.004,0,0.001,0.017,0,korku
0.003,0.01,0.08399999999999999,0.002,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.025,0,korku
0.003,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.003,0,0.137,0,0,0,0,0.016,0.003,0,0.004,0.004,0,0,0,korku
0.08499999999999999,0.009000000000000001,0.14200000000000002,0.003,0,0.007,0.185,0,0.007,0.053000000000000005,0.008,0.004,0.007,0.027,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0.056,0.002,0,0,0,0,korku
0.003,0,0.131,0.009,0.004,0,0,0.001,0.137,0,0,0.004,0,0,0.045,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.053000000000000005,0,0,0.001,0.014,0,korku
0.076,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.077,0.009000000000000001,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0.004,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.148,0.01,0,0,0,0,0,0,0,0.098,0.032,0,0.002,0.028,0,korku
0.076,0.005,0,0,0.005,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.013,0.001,0,0,0,0,0,0,0.049,0,0,0.001,0.017,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.029,0.01,0.029,0.004,0.005,0.005,0.007,0.008,0.066,0,0,0,0,0,0,korku
0.010000000000000002,0.004,0.012,0,0.013000000000000001,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.006,0.066,0,0,0,0,0,0,korku
0.022,0.018000000000000002,0.015,0.004,0.006,0.062,0.002,0.002,0.07200000000000001,0,0.023,0.022000000000000002,0,0.027,0.01,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.008,0.004,0.005,0,0.014000000000000002,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.028,0.004,0,0.008,0,0.003,0,0,0,0,0,0,0,0,korku
0.006,0.029,0.004,0,0.008,0.003,0.001,0.004,0,0,0,0,0,0,0,korku
0.006,0.024,0.026000000000000002,0.001,0.008,0,0.001,0,0,0,0,0,0,0.001,0,korku
0.006,0.025,0.004,0.002,0.008,0.003,0.001,0,0,0,0,0,0,0.003,0,korku
0.012,0.048,0.008,0,0.016,0,0.002,0,0,0,0,0,0,0,0,korku
0.008,0.024,0.004,0,0.008,0.017,0.005,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0.002,0.015000000000000003,0,0.001,0,0.004,0,0,0,0,0,0,korku
0.027000000000000003,0.026000000000000002,0.004,0.002,0.018000000000000002,0.003,0.001,0,0,0,0,0,0.004,0,0,korku
0.027000000000000003,0.027,0.012,0.003,0.008,0,0.001,0.01,0,0,0,0,0,0,0,korku
0.014,0.024,0.004,0,0.01,0.003,0.001,0,0,0,0,0,0.036000000000000004,0.004,0,korku
0.006,0.038000000000000006,0.004,0,0.009000000000000001,0,0.001,0,0,0,0,0,0,0,0,korku
0.005,0,0.022,0.002,0,0.008,0.272,0,0.006,0,0.012,0,0.007,0.015,0,korku
0.003,0,0.015,0.001,0,0.004,0.192,0,0.004,0,0.012,0,0.019000000000000003,0.013,0,korku
0,0.01,0.079,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009,0.045,0.005,0.003,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.007,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0,0.016,0.128,0.003,0.001,0,0,0,0,0,0,0.004,0,0.015,0,korku
0,0.01,0.179,0.005,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0.011,0.082,0.001,0,0,0,0,0,0,0,0,0,0.015,0,korku
0.009,0.019999999999999997,0.083,0.003,0.001,0,0.001,0.02,0,0,0.003,0.01,0,0.128,0,korku
0,0.012,0.126,0.005,0,0,0,0.019,0,0,0.112,0,0.003,0.012,0,korku
0,0.01,0.079,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.02,0.005,0.073,0.01,0.004,0,0.003,0.006,0,0,0,0,0,0,0.005,korku
0.023,0.019,0.096,0.013000000000000001,0.024,0.034,0.003,0.011,0,0,0.004,0,0,0.012,0.001,korku
0.023,0.003,0.073,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.038,0.006,0.04,0.018000000000000002,0.002,0,0.017,0.012,0,0,0,0,0,0,0.005,korku
0.019,0.005,0.094,0.007,0,0,0.003,0.020999999999999998,0,0,0,0,0,0.001,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.019,0.004,0.02,0.004,0,0.006,0.003,0.006,0,0,0,0,0,0.009,0,korku
0.019,0.003,0.073,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.007,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.005,0,0,0,0,0.003,0,0.001,0.134,0,0,0.004,0.004,0.004,0,korku
0.003,0,0.001,0,0,0,0,0.001,0.162,0,0,0,0,0,0,korku
0.001,0.002,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.029,0.003,0.003,0.003,0.007,0.007,0,0.001,0.14800000000000002,0,0,0,0.004,0.003,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.005,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.003,0,0,0,0,0,0,0.005,0.134,0,0.024,0,0,0,0,korku
0,0.039,0.001,0.001,0,0,0,0,0,0,0,0,0.004,0,0,korku
0.008,0.004,0.004,0.002,0.005,0.019,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.008,0.006,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.006,0.041999999999999996,0,0.003,0,0.003,0,0,0,0.004,0,0.004,0,0,0,korku
0.006,0.002,0.131,0,0,0,0,0,0.003,0,0,0.004,0,0,0.005,korku
0.148,0.01,0,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.11499999999999999,0.012,0.008,0.05499999999999999,0.037,0.004,0.01,0.004,0,0.05,0,0,0.002,0.055,0.022,korku
0.078,0.011,0,0.02,0.004,0,0,0,0,0.049,0,0.004,0.001,0.014,0.005,korku
0,0.04,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0.002,0,0,0,0,0.032,0,0.049,0,0,0.001,0.014,0,korku
0.001,0.043,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.077,0.006,0.001,0.009,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.022,0,korku
0.074,0.009000000000000001,0,0,0,0,0.002,0,0,0.069,0,0,0.005,0.014,0,korku
0.039999999999999994,0.006,0.04,0.008,0,0,0.006,0.012,0,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.009,0.007,0.057999999999999996,0.004,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.017,0.011,0.005,0.008,0,0.013999999999999999,0.008,0,0.014,0.009000000000000001,0,0.004,0,0,0.005,korku
0.009999999999999998,0.007,0.005,0.002,0,0.011,0.008,0.001,0.14800000000000002,0.005,0,0,0,0,0,korku
0.009999999999999998,0.01,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0.004,0,0,0,korku
0.011,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009,0.007,0.008,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.012,0.007,0.017,0.005,0,0.024,0.184,0,0.018000000000000002,0.005,0.008,0,0.006,0.013,0,korku
0.009,0.01,0.005,0.007,0,0.011,0.01,0,0.014,0.018000000000000002,0.003,0.007,0,0.003,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.147,0.004,0,0,0,0,0,0,0,0,0,0.013000000000000001,0,korku
0.007,0.014,0.073,0.005,0,0.003,0.002,0,0,0.004,0,0.004,0.008,0.012,0,korku
0.001,0.038,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,korku
0.006,0.013000000000000001,0.111,0.003,0,0.004,0.087,0,0.002,0,0.004,0,0.005,0.015,0,korku
0.008,0.004,0.004,0,0.009000000000000001,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.009000000000000001,0.01,0.004,0,0.009000000000000001,0.005,0.002,0.002,0.066,0,0,0.004,0,0.003,0,korku
0.002,0,0.002,0,0,0,0,0.001,0.194,0,0,0,0,0,0,korku
0.001,0.003,0.003,0.003,0.002,0,0,0.029,0.134,0.024,0,0,0,0,0,korku
0.003,0,0.001,0,0,0,0,0.001,0.162,0,0,0,0,0,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0.002,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.01,0,0,0.015000000000000001,0.006,0,0,0,0,0.004,0,0,korku
0.020999999999999998,0.005,0.033,0.005,0,0.033,0.09,0.006,0.002,0,0.004,0,0.001,0.002,0,korku
0.019,0.003,0.02,0.004,0,0.006,0.003,0.01,0,0,0.024,0,0,0,0,korku
0.023,0.01,0.023,0.006,0,0,0.003,0.022000000000000002,0,0,0.004,0,0,0.009,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.08,0.015,0.011,0.004,0.001,0.057,0,0,0,0.049,0.023,0.014,0.001,0.014,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.009,0.047,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.151,0.011,0.001,0.009,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.08299999999999999,0.013999999999999999,0.007,0,0.001,0,0,0.001,0,0.049,0.003,0.01,0.001,0.13,0,korku
0.152,0.016,0.006,0.002,0,0,0,0.004,0.056,0.098,0.004,0,0.002,0.028,0,korku
0.009,0.007,0.005,0.002,0,0.017,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.001,0.047,0,0.001,0.01,0.007,0,0,0.093,0.02,0,0,0,0,0,korku
0.012,0.007,0.016,0.003,0,0.015,0.184,0,0.018000000000000002,0.005,0.008,0,0.006,0.013,0,korku
0.08299999999999999,0.012,0.057999999999999996,0.009000000000000001,0,0.011,0.008,0,0.014,0.054,0,0,0.001,0.014,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.016,0.016,0.005,0.008,0.004,0.013999999999999999,0.008,0,0.018000000000000002,0.009000000000000001,0.007,0.004,0,0,0.005,korku
0.012,0.007,0.016,0.003,0,0.015,0.202,0,0.018000000000000002,0.005,0.008,0,0.007,0.013,0,korku
0.006,0.016,0,0,0.002,0,0,0,0,0.083,0,0,0,0,0.005,korku
0.017,0.023,0.003,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.018000000000000002,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.017,0.003,0.003,0.004,0,0,0.004,0,0.024,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.001,0.002,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0.001,0.004,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.005,0.002,0,0,0,0,0,0.001,0.134,0,0,0.008,0,0,0.005,korku
0.148,0.01,0,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.076,0.005,0,0.002,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.012,0.007,0.005,0.004,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.047,0.006,0.024,0.007,0.007,0.007,0.003,0.006,0.014,0,0,0,0.004,0.003,0,korku
0.049,0.009000000000000001,0.05399999999999999,0.010000000000000002,0,0.008,0.093,0.012,0.016,0,0.004,0,0.001,0.006,0.014,korku
0.068,0.008,0.023,0.009000000000000001,0.014,0.01,0.003,0.006,0.014,0,0,0,0.008,0.003,0,korku
0.026,0.004,0.044,0.006,0,0.004,0.003,0.006,0.014,0,0,0,0,0.004,0,korku
0.009,0.007,0.006,0.002,0,0.019999999999999997,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.013,0.007,0.057999999999999996,0.004,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.002,0,0.134,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.004,0.006,0.131,0.002,0,0,0,0,0.097,0.02,0,0.003,0.125,0,0,korku
0.026,0.004,0.023,0.005,0,0.004,0.003,0.006,0.014,0,0,0,0,0.003,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009999999999999998,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.028,0.006,0.023,0.005,0,0.004,0.003,0.006,0.014,0,0,0,0,0.004,0.014,korku
0.049,0.006,0.024,0.007,0.007,0.007,0.003,0.025,0.014,0,0,0,0.004,0.006,0,korku
0.051000000000000004,0.005,0.026000000000000002,0.056999999999999995,0.023,0.008,0.003,0.01,0.028,0.001,0,0,0.001,0.04100000000000001,0.006,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.007,0,0,0.005,0,0,0,0,0.049,0,0,0.001,0.053,0,korku
0.004,0.046,0.003,0.003,0,0,0,0.004,0,0,0.004,0,0,0,0,korku
0.081,0.015,0.04,0.005,0.001,0.057,0,0,0,0.049,0.023,0.014,0.001,0.015,0,korku
0.074,0.006,0,0.02,0.004,0,0.009,0,0,0.049,0,0,0.001,0.014,0,korku
0.08,0.005,0,0.004,0,0,0.002,0,0,0.049,0,0,0.001,0.014,0.005,korku
0.074,0.005,0,0.002,0,0,0,0,0,0.068,0,0,0.001,0.014,0,korku
0.002,0,0.132,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0.01,0.20400000000000001,0.001,0,0,0,0,0.003,0,0,0,0,0.012,0,korku
0.095,0.005,0.131,0.051,0.023,0,0,0.004,0.003,0.05,0,0,0.002,0.049,0.006,korku
0,0.039,0,0.007,0,0,0,0,0,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0.012,0,0,0.003,0,0,0,0,0,0,korku
0.003,0,0.134,0.002,0.001,0,0.089,0,0.005,0,0.004,0,0.006,0.011,0,korku
0.005,0,0.134,0.083,0,0,0.007,0.003,0.003,0,0.001,0.006,0,0,0,korku
0.019000000000000003,0.013,0.007,0.007,0.005,0.005,0.002,0.006,0.066,0,0,0,0,0,0.027,korku
0.008,0.004,0.004,0,0.005,0.017,0.002,0.002,0.07300000000000001,0,0,0,0,0.061000000000000006,0,korku
0.016,0.009000000000000001,0.006,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.001,0.043,0.003,0.005,0.004,0,0,0,0,0,0,0,0,0.003,0.005,korku
0.023,0.009000000000000001,0.02,0.004,0.002,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.026000000000000002,0.022,0.037000000000000005,0.008,0.001,0.057,0.003,0.006,0.093,0.02,0.023,0.014,0,0,0,korku
0.019,0.003,0.034,0.004,0.003,0,0.003,0.025,0.028,0,0,0,0,0.003,0,korku
0.02,0.01,0.076,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.03,0.02,0.023,0.004,0.001,0,0.003,0.006,0,0,0,0.004,0,0.003,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.023,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.02,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.019,0.003,0.073,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.075,0.011,0,0,0,0,0,0,0.093,0.069,0,0,0.001,0.014,0,korku
0.074,0.011,0.003,0.004,0.001,0.007,0,0,0,0.049,0,0.001,0.001,0.014,0.005,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.011,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0.002,0,0.005,0,0,0.002,0.001,0.134,0.004,0,0,0,0,0,korku
0.001,0.011,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
