0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0.003,0,0,0,0.001,0,0.004,0.006,0,0,0.16799999999999998,0,0,0,0.001,mutlu
0.001,0,0.007,0.004,0.002,0,0.004,0.004,0,0,0.16999999999999998,0.024,0,0.175,0.001,mutlu
0.008,0,0.006,0,0.039,0,0.005,0.002,0,0,0.193,0.004,0.01,0,0.002,mutlu
0.007,0,0,0,0.001,0.028,0.004,0.002,0.004,0,0.151,0,0,0,0.001,mutlu
0.001,0.002,0,0,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.001,0,0,0,0.025,0,0.005,0.002,0,0.001,0.144,0.001,0,0,0.001,mutlu
0.001,0.001,0,0.006,0.025,0.034,0.004,0.011000000000000001,0,0,0.144,0,0,0,0.002,mutlu
0.019,0.009,0.006,0,0.12,0,0.004,0.002,0,0,0.144,0.001,0,0,0.002,mutlu
0.001,0.001,0,0.002,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.005,0,0.001,0,0.14100000000000001,0,0.006,0.002,0,0,0.145,0.001,0,0,0.001,mutlu
0.001,0,0.007,0.004,0.002,0,0.004,0.004,0,0,0.16299999999999998,0.024,0,0.175,0.001,mutlu
0.008,0,0.003,0,0.12,0,0.004,0.002,0,0,0.144,0.001,0,0,0.002,mutlu
0.019,0.002,0,0.051,0.024,0,0.004,0.006,0,0.001,0.144,0,0.001,0.035,0.007,mutlu
0.02,0,0,0.051,0.024,0,0.004,0.006,0,0.001,0.144,0,0.001,0.035,0.007,mutlu
0.007,0,0.009000000000000001,0,0.121,0,0,0.002,0,0,0.008,0.021,0,0.246,0.001,mutlu
0.007,0,0.009000000000000001,0.002,0.124,0,0.009,0.002,0,0,0.008,0.021,0,0.246,0.001,mutlu
0.001,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.018,0,0.006,0.051,0.025,0,0,0.006,0,0.001,0.008,0.02,0.001,0.28700000000000003,0.006,mutlu
0.008,0,0.003,0.008,0.143,0.034,0.002,0.001,0,0,0,0.001,0.008,0,0.002,mutlu
0.012,0.001,0.010000000000000002,0.001,0.136,0.004,0.091,0.001,0.016,0,0.008,0.011,0.005,0.201,0,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.001,0.002,0.006,0,0.002,0,0,0.002,0,0.005,0.011,0.027000000000000003,0,0.27,0,mutlu
0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.03,0,0.003,0.051,0.142,0.006,0.004,0.004,0,0.001,0,0.001,0.001,0.035,0.007,mutlu
0.007,0,0.003,0,0.16599999999999998,0.001,0,0,0,0.005,0,0.001,0,0,0.001,mutlu
0.014,0,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.014,0,0.006,0.006,0.262,0.034,0,0.001,0,0,0,0.002,0,0,0.003,mutlu
0.01,0.013000000000000001,0.013999999999999999,0.004,0.2,0.061,0.002,0,0.008,0.001,0.041,0.04,0,0,0,mutlu
0.007,0.003,0.003,0.003,0.061,0.004,0,0,0.037000000000000005,0.001,0.002,0.021,0,0.003,0,mutlu
0.007,0,0.003,0.008,0.147,0.034,0,0.001,0,0,0,0.001,0,0,0.002,mutlu
0.001,0,0,0,0.061,0,0,0,0.008,0.001,0.002,0.031,0,0,0,mutlu
0.008,0,0,0,0.068,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0,0,0,0,0.061,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0.007,0,0.003,0,0.16599999999999998,0.001,0,0,0,0.005,0,0.001,0,0,0.001,mutlu
0.023,0.007,0.008,0.004,0.075,0.004,0.01,0,0.008,0.001,0.002,0.021,0,0.006,0.016,mutlu
0.024,0,0,0.015,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.024,0,0,0.011,0,0.001,0,0,0.004,0,0,0.005,0,0.003,0.002,mutlu
0.051000000000000004,0,0,0.022,0,0.002,0.003,0,0.014,0,0,0.01,0,0.006,0.009000000000000001,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.024,0,0,0.011,0.003,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.025,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.039,0.008,0.008,0.004,0.02,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0.007,0.01,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.012,0.016,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.056,0.023,0.019,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.023,0.007,0.013000000000000005,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.046,0.014,0.016,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.044,0.009000000000000001,0.008,0.006,0.021,0.016,0.01,0,0,0,0,0,0.004,0.006,0.016,mutlu
0.021,0.002,0.004,0.002,0.008,0.003,0,0.001,0,0.002,0.007,0.01,0.004,0.116,0.256,mutlu
0.023,0.002,0,0.002,0.007,0.003,0,0.012,0,0,0,0,0.004,0,0,mutlu
0.042,0.004,0,0.013,0.018,0.006,0,0,0,0,0,0.004,0.008,0,0.045,mutlu
0.028,0.002,0.003,0.002,0.187,0.003,0,0,0.008,0.001,0.002,0.022000000000000002,0.004,0,0.001,mutlu
0.054,0.007,0.008,0.015,0.018000000000000002,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.017,0.002,0,0,0.004,0,0,0,0,0.008,0,0,0,0,0,mutlu
0.004,0,0.001,0,0.181,0.001,0.002,0,0,0.005,0.001,0.001,0,0,0,mutlu
0.031,0.009000000000000001,0.008,0.022,0.023,0.011,0.01,0,0,0,0,0.009000000000000001,0,0.006,0.175,mutlu
0.004,0.001,0.005,0,0.134,0,0.004,0,0,0,0.001,0.013000000000000001,0,0,0,mutlu
0.011,0.009,0.003,0,0,0,0.089,0,0.002,0,0.004,0,0.005,0.011,0,mutlu
0.01,0.01,0.012,0.004,0.159,0.057,0.003,0,0,0.001,0.024,0.016,0,0,0,mutlu
0.003,0,0.001,0,0.077,0,0,0,0.008,0.001,0.002,0.028,0,0,0,mutlu
0,0,0,0.005,0,0,0,0,0,0.013000000000000001,0.002,0,0,0,0.128,mutlu
0.001,0.001,0.001,0.002,0.068,0,0.005,0,0.008,0.001,0.006,0.021,0,0,0,mutlu
0.011,0,0,0,0.004,0,0,0,0,0,0,0.004,0,0.004,0,mutlu
0.004,0.001,0.001,0,0.137,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0.007,0,0.019,0.023000000000000003,0,0.003,0.01,0,0,0.004,0,0.011,0,0,0,mutlu
0.014,0,0.007,0,0.238,0,0,0,0,0,0,0.002,0.004,0,0.002,mutlu
0.028,0.002,0.003,0.002,0.126,0.003,0,0,0,0,0,0.001,0.004,0,0.001,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.014,0.001,0.001,0,0.134,0,0.002,0,0,0,0.001,0.001,0,0,0.064,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.025,0,0,0.011,0,0.001,0,0,0,0,0.004,0.009000000000000001,0,0.003,0.002,mutlu
0.007,0,0.001,0,0.183,0.001,0.002,0,0.006,0.005,0.001,0.001,0,0,0,mutlu
0.006,0.01,0.011,0.004,0.001,0.057,0,0,0,0,0.023,0.014,0,0,0,mutlu
0.006,0,0.01,0,0.013999999999999999,0,0,0.002,0,0,0.006,0.02,0,0.347,0,mutlu
0.015,0.003,0.034,0.019,0.044,0,0.017,0.004,0.004,0.024,0.045,0.015,0.006,0,0.001,mutlu
0.004,0,0.001,0.006,0.158,0.034,0.002,0.001,0,0,0.001,0.001,0,0,0.001,mutlu
0.008,0.001,0.004,0.02,0.274,0,0.004,0,0,0,0.002,0.002,0,0.071,0,mutlu
0,0,0.004,0,0.001,0,0,0.002,0,0,0.008,0.02,0,0.175,0,mutlu
0.006,0.01,0.018000000000000002,0.004,0.003,0.057,0,0.002,0,0,0.031,0.034,0,0.246,0,mutlu
0.004,0,0,0,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.007,0.002,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.001,0.006,0,0.005,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.010000000000000002,0.005,0.011,0,0.04,0,0.018000000000000002,0.002,0,0,0.189,0.004,0.006,0,0.002,mutlu
0.005,0,0.001,0,0.14100000000000001,0,0.006,0.002,0,0,0.145,0.001,0,0,0.001,mutlu
0.01,0.013000000000000001,0.012,0.004,0.135,0.057,0.002,0,0,0,0.024,0.015,0,0,0,mutlu
0.007,0.01,0.069,0.006,0.013000000000000001,0.057,0,0,0,0,0.023,0.014,0,0,0,mutlu
0.008,0,0.006,0,0.038,0.003,0.001,0,0,0,0.045,0.004,0.032,0,0.001,mutlu
0.01,0.016,0.011,0.006,0.003,0.060000000000000005,0,0,0.007,0,0.023,0.014,0,0,0,mutlu
0.006,0,0.001,0,0.197,0.001,0.002,0,0,0.005,0.001,0.008,0,0,0,mutlu
0.011,0,0.004,0,0.253,0,0.002,0,0,0,0.001,0.002,0,0,0.001,mutlu
0.01,0.01,0.012,0.004,0.135,0.057,0.002,0,0,0,0.024,0.015,0,0,0,mutlu
0.007,0.01,0.018,0.008,0.003,0.057,0.004,0.004,0,0,0.18599999999999997,0.038,0,0.175,0.001,mutlu
0.01,0.01,0.011,0.004,0.002,0.057,0.004,0.002,0,0,0.16699999999999998,0.014,0,0,0.001,mutlu
0.024,0,0,0.013,0.024,0.001,0.001,0,0,0.001,0,0.007,0,0.003,0.002,mutlu
0.002,0,0,0,0.006,0,0,0.001,0,0.001,0.012,0,0,0,0.128,mutlu
0.008,0,0.006,0,0.039,0,0.005,0.002,0,0,0.189,0.004,0.006,0,0.002,mutlu
0.001,0,0.011,0,0.012,0,0.002,0,0,0,0,0,0.004,0,0,mutlu
0.003,0,0.003,0,0.024,0,0.001,0,0,0.001,0,0.001,0,0,0,mutlu
0.006,0.01,0.011,0.018000000000000002,0.049,0.125,0,0.002,0,0,0.023,0.014,0,0,0.002,mutlu
0.004,0,0.001,0,0.195,0,0.002,0,0.008,0.001,0.003,0.022000000000000002,0,0,0,mutlu
0,0,0,0.002,0,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0.004,0,0.001,0.006,0.158,0.034,0.002,0.001,0,0,0.001,0.001,0,0,0.001,mutlu
0.007,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.004,0,0.001,0.002,0.134,0.081,0.002,0,0,0,0.001,0.001,0,0,0.001,mutlu
0.010000000000000002,0.002,0.02,0.018000000000000002,0.001,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0,0,0.003,0.002,0,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0.008,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.064,mutlu
0.027,0.002,0,0.071,0.027,0,0.002,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.008,0.001,0,0.009,0.004,0,0,0,0,0,0,0.004,0,0,0.109,mutlu
0.031,0.011000000000000001,0.011,0.004,0.133,0.004,0.01,0,0,0,0,0.001,0,0.006,0.017,mutlu
0.024999999999999998,0.001,0.007,0.011,0.383,0,0.002,0,0,0.004,0.001,0.011,0,0,0.047,mutlu
0.025,0.004,0,0,0,0,0,0,0,0.008,0,0,0,0,0.128,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.004,0,0.001,0,0.181,0.013000000000000001,0.002,0,0,0.005,0.001,0.001,0,0,0,mutlu
0.006,0,0.016,0,0.136,0,0.002,0.001,0,0,0.008,0.015,0,0.187,0,mutlu
0.012,0.037000000000000005,0.023,0.013000000000000001,0.005,0.114,0,0.008,0,0,0.046,0.028,0,0,0,mutlu
0.004,0,0.005,0.002,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.012,0,0.001,0,0.136,0.003,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0.021,0.002,0,0.002,0.007,0.015,0,0,0,0,0,0,0.004,0,0,mutlu
0,0,0.005,0.002,0.012,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0.013000000000000001,0,0.003,0.002,0.119,0.109,0,0,0.004,0,0.007,0.001,0,0,0.002,mutlu
0.001,0,0,0.002,0,0.084,0.002,0,0,0,0,0,0,0,0.001,mutlu
0.006,0,0.005,0,0.001,0.028,0,0.001,0.004,0,0.01,0.01,0,0.116,0,mutlu
0.006,0,0,0.001,0,0.028,0,0.019,0.023,0,0.007,0,0,0,0,mutlu
0.024,0.007,0.009000000000000001,0.004,0.015,0.004,0.01,0,0.004,0,0,0,0,0.006,0.016,mutlu
0,0,0.012,0,0.002,0,0,0.002,0,0,0.008,0.02,0,0.246,0,mutlu
0.008,0,0.007,0,0.12,0,0,0,0,0,0,0.001,0,0.071,0.001,mutlu
0.006,0.012,0.013,0.018000000000000002,0.002,0.057,0,0,0.007,0,0.023,0.014,0.001,0,0,mutlu
0.004,0,0.005,0.002,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.019,0.002,0,0.057,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.026,0,0.002,0.051,0.29100000000000004,0,0.004,0.004,0,0.001,0.002,0.002,0.001,0.035,0.006,mutlu
0.002,0,0.007,0.01,0.001,0,0,0,0,0,0.011,0.004,0,0,0,mutlu
0.024,0.011,0.008,0.004,0.014,0.004,0.01,0,0,0.083,0,0,0,0.006,0.016,mutlu
0.023,0.009000000000000001,0.013000000000000001,0.017,0.014,0.004,0.01,0,0,0.004,0,0,0,0.006,0.016,mutlu
0.002,0,0.019,0.008,0.002,0,0,0,0,0,0.011,0.004,0,0.071,0,mutlu
0.032,0.004,0,0.006,0.011,0.003,0,0,0,0,0,0,0.004,0.009,0.005,mutlu
0.009000000000000001,0,0.007,0,0.041999999999999996,0,0.007,0,0.004,0,0.045,0.004,0.006,0,0.001,mutlu
0,0,0,0,0.064,0,0,0,0.008,0.001,0.002,0.028,0,0,0,mutlu
0.012,0,0.013000000000000001,0,0.17700000000000002,0,0.009000000000000001,0.013000000000000001,0,0,0.049,0.015,0.006,0.116,0.009999999999999998,mutlu
0.002,0,0.012,0.006,0,0,0,0,0,0,0.011,0.004,0,0,0,mutlu
0.012,0,0.008,0,0.18200000000000002,0,0.009000000000000001,0,0,0,0.046,0.005,0.006,0,0.009000000000000001,mutlu
0.018,0,0,0.06,0.027,0,0,0.004,0,0.001,0,0.004,0.001,0.035,0.051,mutlu
0.01,0,0.007,0,0.041999999999999996,0,0.007,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.039999999999999994,0,0.001,0.102,0.181,0,0.002,0.008,0,0.002,0.001,0.001,0.002,0.07,0.012,mutlu
0.023,0,0,0.015,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.012,0.001,0.009000000000000001,0,0.17200000000000001,0,0.092,0,0.002,0.008,0.049999999999999996,0.005,0.027,0.011,0.001,mutlu
0.007,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.019,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.007,0,0.003,0,0.16599999999999998,0.001,0.009,0,0,0.005,0,0.001,0,0,0.001,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.007,0,0.023,0.016,0.007,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.037000000000000005,0.003,0.006,0,0.244,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.007,0,0.006,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.01,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.008,0.006,0.004,0.001,mutlu
0.011,0,0.02,0.016,0.134,0,0.012,0,0,0,0.001,0.012,0,0,0,mutlu
0.01,0.01,0.012,0.004,0.135,0.057,0.002,0,0,0,0.024,0.015,0,0,0,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.012,0,0.003,0,0.119,0,0.003,0,0,0,0,0.001,0,0,0.006,mutlu
0.008,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.013000000000000001,0.01,0.013999999999999999,0.004,0.123,0.057,0,0,0,0,0.023,0.015,0,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0.004,0.012,0,0,0,0.001,0,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.007,0,0.003,0.005,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.018,0,0.007,0,0.372,0,0.002,0,0,0,0.001,0.003,0,0,0.002,mutlu
0.014,0.01,0.013999999999999999,0.004,0.12,0.057,0,0,0,0,0.023,0.015,0,0,0.015,mutlu
0.007,0,0.003,0,0.119,0,0.002,0,0,0,0,0.013000000000000001,0,0,0.001,mutlu
0.014,0,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.012000000000000004,0.020999999999999998,0.027000000000000003,0,0.038,0,0.003,0,0.004,0,0.045,0.004,0.006,0,0.006,mutlu
0.007,0,0.008,0.002,0.045,0,0.001,0,0.004,0,0.045,0.004,0.006,0,0.001,mutlu
0.007,0,0.009000000000000001,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.011,0,0.007,0,0.17200000000000001,0,0.003,0,0,0,0.046,0.005,0.006,0,0.001,mutlu
0.004,0.001,0.002,0,0.227,0.007,0.002,0,0.01,0.001,0.003,0.035,0,0,0,mutlu
0.006,0,0.001,0.002,0.157,0,0.014,0.006,0.002,0,0.145,0.013999999999999999,0.008,0,0.001,mutlu
0.046,0.014,0.026000000000000002,0.016,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.046,0.008,0.013000000000000001,0.033,0.014,0.005,0.012,0,0,0.008,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.013000000000000001,0.01,0.018,0.004,0.039,0.057,0.001,0,0,0.001,0.07,0.018000000000000002,0.006,0,0.129,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.013000000000000001,0.01,0.017,0.004,0.039,0.057,0.001,0,0,0,0.068,0.018000000000000002,0.006,0,0.001,mutlu
0.007,0.006,0.006,0,0.039,0,0.001,0,0,0,0.045,0.008,0.006,0.003,0.001,mutlu
0.01,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.008,0.006,0.004,0.001,mutlu
0.011,0,0.007,0,0.17200000000000001,0,0.003,0,0,0,0.046,0.005,0.006,0,0.001,mutlu
0.011,0,0.007,0,0.17200000000000001,0,0.003,0,0,0,0.046,0.005,0.006,0,0.001,mutlu
0.015,0,0.012,0,0.076,0,0.002,0,0,0,0.09,0.008,0.012,0,0.002,mutlu
0.015,0,0.01,0,0.157,0,0.001,0,0,0,0.045,0.005,0.006,0,0.002,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.009000000000000001,0,0.007,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0.006,0.001,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.013,0,0.025,0.016,0.137,0.003,0.012,0.001,0,0,0.004,0.022,0,0.116,0,mutlu
0.008,0,0.021,0.016,0.001,0,0.01,0,0.004,0,0,0.011,0,0,0,mutlu
0.008,0,0.022,0.016,0,0,0.01,0,0,0,0.004,0.033,0,0,0,mutlu
0.031,0.003,0.019,0.027,0,0.002,0.01,0,0,0,0,0.034,0,0.003,0.002,mutlu
0.007,0,0.019,0.028999999999999998,0.004,0,0.01,0,0,0,0,0.015,0,0,0.045,mutlu
0.009000000000000001,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.009000000000000001,0,0.02,0.016,0.001,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.007,0.001,0.025,0.016,0,0,0.01,0,0.015,0.001,0.002,0.011,0,0,0.128,mutlu
0.007,0.001,0.026,0.018000000000000002,0,0,0.012,0,0,0,0,0.011,0.004,0,0,mutlu
0.014,0.001,0.038,0.037,0,0,0.02,0,0.004,0,0,0.022,0,0,0,mutlu
0.007,0,0.019,0.016,0,0,0.014,0.004,0,0,0,0.011,0,0,0,mutlu
0.021,0.015,0.053000000000000005,0.036000000000000004,0.001,0.057,0.02,0,0,0,0.023,0.036000000000000004,0,0,0,mutlu
0.053,0.036000000000000004,0.02,0.019,0.014,0.034,0.01,0,0,0,0,0.013999999999999999,0.006,0.01,0.018000000000000002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.024,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0.061,0.001,0,0,0.008,0.001,0.002,0.026000000000000002,0,0.003,0.002,mutlu
0.041999999999999996,0,0,0.062,0.023,0.001,0,0.004,0,0.001,0,0.005,0.001,0.038000000000000006,0.008,mutlu
0.023,0,0.002,0.035,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0.001,0.019,0,0.004,0.002,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.009000000000000001,0.003,0.001,0,0.011,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.001,0.003,0.065,0,0.081,0,0,0,0.011,0.001,0.002,0.034,0,0,0,mutlu
0.026,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.005,0.02,0.003,0,0.011,0.003,0.014,0.005,0,0,0,0.007,0.02,0.032,0,mutlu
0.011,0,0.001,0,0.16200000000000003,0,0.002,0,0,0,0.001,0.008,0,0.032,0,mutlu
0.016,0.003,0.004,0,0.13,0,0,0,0,0,0,0.001,0,0.032,0.001,mutlu
0.005,0.001,0,0,0.013999999999999999,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.03,0.004,0.001,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.015,0.01,0.012,0.004,0.14600000000000002,0.057,0.004,0,0,0,0.024,0.015,0,0.045,0,mutlu
0.014000000000000002,0.027999999999999997,0.019,0.004,0.12,0.057,0,0,0,0,0.023,0.015,0,0,0.006,mutlu
0.046000000000000006,0.006,0.006,0.004,0.245,0.006,0,0,0,0.004,0,0.006,0.004,0,0.002,mutlu
0.008,0.005,0.005,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.01,0,0.007,0.006,0.144,0.034,0,0.002,0,0,0.003,0.015,0,0.12000000000000001,0.002,mutlu
0.007,0,0.003,0.006,0.143,0.034,0,0.001,0,0,0,0.001,0,0,0.002,mutlu
0,0,0,0,0.142,0,0,0,0.018000000000000002,0.002,0.004,0.055,0,0,0,mutlu
0,0,0,0.002,0.081,0.014,0,0,0.01,0.001,0.002,0.034,0,0,0,mutlu
0.015,0.006,0,0.004,0.047,0.004,0,0,0,0.05600000000000001,0,0.008,0,0,0,mutlu
0.034,0.002,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.134,mutlu
0.016,0,0.004,0,0.253,0,0.005,0,0,0,0.001,0.002,0,0,0.006,mutlu
0.007,0,0.007,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.005,0,0.004,0,0.012,0,0,0.001,0,0.001,0.005,0.01,0,0.14800000000000002,0.128,mutlu
0.047999999999999994,0,0.003,0.102,0.176,0,0,0.008,0,0.002,0,0.001,0.002,0.10200000000000001,0.013000000000000001,mutlu
0.015,0.011,0.001,0,0.012,0,0.004,0.002,0,0,0.144,0,0,0.035,0.065,mutlu
0.006,0,0,0,0.031,0,0,0,0.002,0,0,0.013,0,0.032,0,mutlu
0.007,0,0.003,0.002,0.119,0,0.014,0,0,0,0,0.001,0,0,0.001,mutlu
0.016,0,0.003,0,0.125,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.007,0,0.003,0,0.122,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.008,0.018,0.011,0.006,0.062,0.034,0.001,0.001,0,0,0.045,0.008,0.006,0,0.021,mutlu
0.021,0,0.013000000000000001,0.002,0.277,0,0.001,0,0,0,0.045,0.006,0.006,0,0.003,mutlu
0.012000000000000004,0.020999999999999998,0.027000000000000003,0,0.038,0,0.003,0,0.004,0,0.045,0.004,0.006,0,0.006,mutlu
0.007,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.009000000000000001,0,0.019,0.016,0.004,0,0.019,0,0,0,0,0.011,0,0,0,mutlu
0.008,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.007,0,0.02,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.011,0,0.022,0.016,0.134,0,0.012,0,0,0,0.001,0.012,0,0.009,0,mutlu
0.015,0,0.022,0.016,0.004,0.003,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.040999999999999995,0.003,0,0.071,0.023,0.001,0.002,0.004,0,0.005,0,0.005,0.001,0.038000000000000006,0.008,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.025,0.009000000000000001,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.007,0.03,mutlu
0.03,0.007,0.014,0.006,0.054,0.004,0.019999999999999997,0,0,0,0.045,0.004,0.006,0.006,0.017,mutlu
0.053,0.015,0.016,0.008,0.03,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.007,0,0.017,0,0.126,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.048,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.048,0.007,0.012,0.015,0.014,0.005,0.09899999999999999,0,0.002,0,0.004,0.005,0.005,0.019999999999999997,0.018000000000000002,mutlu
0.004,0,0.003,0,0.188,0.001,0.002,0,0,0.005,0.001,0.001,0,0,0,mutlu
